time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,episode,total_reward
3.5400000000000027,-31.8016906137,-7.86261553641,0.0,5.82458217722,0.957546288055,0.0,-31.6412805398,-14.5398103099,-12.2067394669,-28.8275076697,0.437701354348,0.0,900.555353042,900.056483915,899.876981407,-0.327654511195,22,177.0
3.780000000000003,9.51678983667,-33.189878856,0.0,5.43191292488,6.21448932227,0.0,4.75638628427,-19.0346292296,-34.9551394559,-28.8509040125,-0.0680628161182,0.0,899.990729903,899.553025902,900.727604393,-0.710446474848,23,189.0
2.3400000000000016,7.15347384352,-23.1669028115,0.0,2.82240289015,5.96911779053,0.0,8.57218676927,-11.4595460265,-21.8042058239,-28.8348412107,-0.11081914837,0.0,899.852468935,899.848575629,900.137950035,0.67445146396,24,117.0
5.0399999999999805,-150.0,-17.864861199,0.0,3.59738664526,0.155436631084,0.0,-597.135458829,31.359116426,-22.0358279861,-28.804125769,0.00628944695396,0.0,900.301220587,900.073776992,900.355299746,-0.0166974356357,25,252.0
2.1000000000000014,2.43182472876,-23.9425459756,0.0,4.93127999023,5.95558625468,0.0,5.24737516032,-13.0381457986,-18.9505185777,-28.8316304286,-0.262394163539,0.0,900.041589682,899.382807999,899.879568131,0.647102509611,26,105.0
2.880000000000002,9.26621167769,-42.7825681959,0.0,2.44119635214,5.93577517216,0.0,10.2649927073,-16.0842618726,-19.4280560444,-28.8301514974,-0.00865915296864,0.0,899.760678548,899.90924091,900.076070663,0.234873815992,27,144.0
3.2400000000000024,17.5238193463,-34.1045833512,0.0,2.67623336032,5.65638638668,0.0,17.5049094794,-9.69982325701,-17.858390767,-28.8428426962,-0.354261618993,0.0,900.651889619,900.240586517,900.439754597,0.42713234798,28,162.0
2.820000000000002,0.888833859366,17.8837201803,0.0,4.55692377061,0.0613719510494,0.0,0.357433442002,14.7644222478,-28.307045523,-20.0325178151,0.0800286616904,0.0,899.771127352,899.967513094,899.866035492,898.043559499,29,141.0
2.820000000000002,2.69419155413,-31.6330294978,0.0,2.20763862365,0.178249680508,0.0,-0.0688927458352,-13.2879226971,-21.4788451126,-28.8353717179,0.203369080605,0.0,899.939946708,899.618700439,900.166582315,-0.784360541186,30,141.0
2.640000000000002,-0.184337025838,-47.9111641795,0.0,0.572629370778,0.0439071314248,0.0,-0.66181539538,-20.5573091604,-19.915808166,-28.8191900877,-0.0649239150224,0.0,899.894587871,899.536528123,899.602355524,-0.690407863577,31,132.0
1.9200000000000013,1.73955385671,-15.123183263,0.0,4.41842638279,6.05370615156,0.0,2.86129672256,-10.0246258505,-27.9988813135,-28.849025266,-0.292102946673,0.0,900.210520773,899.653755492,900.602894739,0.179791032891,32,96.0
2.880000000000002,-16.7106424403,-6.93268128316,0.0,5.93184782382,0.519165657915,0.0,-20.0440804863,-6.52007769237,-25.4155242786,-21.2079953495,0.227166594757,0.0,900.396797502,899.85639711,900.725299019,840.544665195,33,144.0
3.000000000000002,-6.38168048823,9.41239787166,0.0,0.676666828245,0.0986204870578,0.0,-7.88796660055,2.54406806722,-17.4949620644,-12.8002361126,-0.2314541188,0.0,900.668975203,899.579341909,899.982340241,897.802088205,34,150.0
5.0399999999999805,-117.424292653,2.86313991829,8.43753919115,2.87137358094,4.98358277084,0.0,-177.526575996,1.83856737102,-32.31290353,-21.1534091492,-1.39238616585,0.0,901.118946337,900.115906464,900.447830087,696.570865465,35,252.0
2.4600000000000017,-20.5908557813,8.39631612957,0.0,3.20452352443,4.01249750312,0.0,-9.51742596937,3.87477777865,-9.25465254904,-4.35475724894,-3.26049666366,0.0,900.014460203,900.545427688,899.909608849,899.738499035,36,123.0
2.2200000000000015,2.48057653914,6.19101817813,0.0,4.63087789079,2.80761057281,0.0,12.0037458723,9.41032764136,-18.9300215801,-2.66298719913,-28.7348806072,0.0,899.476136175,-0.414687358748,900.286690558,899.589232748,37,111.0
2.580000000000002,6.88059758053,-0.755713682908,0.0,5.82977921184,0.200428711058,0.0,11.7542442834,-0.339490393181,-20.962536792,-0.398320101965,-23.5193290521,0.0,822.590244298,-0.623709417211,900.43959937,899.602678254,38,129.0
2.940000000000002,-16.4985009673,0.00422377543556,0.0,5.90133183258,1.5607843073,0.0,-10.7740786209,5.48037041615,-33.8696643105,-0.131094725864,-2.33693708783,0.0,899.725716354,899.824434689,900.06847096,899.9196991,39,147.0
2.0400000000000014,-13.1071768916,1.04905226606,0.0,6.02173817248,0.0871339719614,0.0,-24.6772169955,1.15846318703,-25.0698462961,-0.0870919646827,-4.93883921722,0.0,899.255983772,899.881681385,899.977416406,900.594054239,40,102.0
2.640000000000002,0.514137743359,-1.44883109981,0.0,5.55009430582,5.06793408838,0.0,12.7817042539,-0.209505478292,-22.3641388277,-0.495078915012,-9.59347250058,0.0,2.85500436516,-0.4873113566,900.012104779,899.596526242,41,132.0
5.0399999999999805,-27.1500537307,17.2518370017,31.5081937344,5.96133941943,0.438190549373,0.0,-26.5533469569,2.83423393937,3.71551309857,-28.7543916286,-1.43815511896,0.0,900.215946562,899.898067443,899.809252062,-0.275782692681,42,252.0
2.880000000000002,-7.75004662655,-0.793932482199,0.0,5.76870016823,1.0511663078,0.0,-15.0572129855,5.63508940185,-32.6232312926,-0.118817904549,-2.461628444,0.0,899.723783121,899.183129271,899.99321098,900.230280162,43,144.0
2.1600000000000015,-15.4573426214,-2.76255238334,0.0,4.53991771983,6.07025111457,0.0,-26.2491009911,-8.49189085639,-25.3031583658,-3.05016712458,-4.86797242608,0.0,900.142139902,900.158252385,899.99576655,900.357729084,44,108.0
2.2200000000000015,-0.733286901119,13.1196159498,0.0,4.29090240437,6.01805380919,0.0,3.19106269301,12.0593002637,-24.2489583586,-27.4609310493,-28.8319433563,0.0,899.885931318,0.41293639083,900.495523395,17.3552421299,45,111.0
1.9800000000000013,-5.3710598134,8.26320074041,0.0,6.14396107409,3.66493619653,0.0,9.09584021656,13.0431425514,-20.8133695555,-3.14304989474,-4.87514923423,0.0,899.586665624,900.663251898,900.258510359,899.6893483,46,99.0
2.640000000000002,-2.07397432264,13.4007000979,0.0,5.59845112434,4.56087073223,0.0,9.51004820347,12.5108177675,-15.4408233391,-28.1364382753,-28.4697766174,0.0,900.575695614,0.627914172578,900.687998652,0.203448510143,47,132.0
2.2200000000000015,-21.064452161,-4.65926132211,0.0,5.82007595675,5.94071704484,0.0,-31.8658186579,-7.02158533583,-16.566451001,-2.01434089385,-4.41708904445,0.0,899.809881806,899.640607141,900.090931578,900.194960161,48,111.0
2.1000000000000014,-4.30846030166,-0.715472242797,0.0,4.54903958869,1.05051467832,0.0,2.29970572718,-0.955987353513,-23.4892945405,-3.04168919312,-27.9084404692,0.0,866.596883453,0.397556256511,900.092431455,900.19545989,49,105.0
2.520000000000002,-0.765197134244,2.14831194886,0.0,4.38127309831,5.28558219352,0.0,6.81099876138,-0.310986146919,-15.1584939873,-2.09269211968,-15.7778548424,0.0,84.1770265109,-0.0106421187316,899.95630499,899.885321875,50,126.0
2.2800000000000016,-9.57042555537,-0.080972995462,0.0,5.8307232263,0.120661786528,0.0,-5.79974469774,-0.274474655238,-21.1347402408,-0.228942005913,-28.8374991442,0.0,900.298545218,0.735979357818,899.501085856,899.325797493,51,114.0
2.3400000000000016,-9.85900014363,-0.0567074120378,0.0,5.90213225725,4.72762157996,0.0,-5.25271059654,-0.549457506356,-20.4715081593,-0.192318886033,-28.7911122387,0.0,900.046580327,-0.41643845535,899.96450328,900.305140609,52,117.0
2.3400000000000016,-9.69210985492,0.0025051624066,0.0,6.0686838097,4.86692563416,0.0,-5.17634669628,-0.153486164211,-20.3558942681,-0.173214694307,-28.7607149424,0.0,899.910902187,0.277886233705,900.369437933,899.737289624,53,117.0
2.520000000000002,-1.39374624108,0.146904952745,0.0,0.202724424651,1.24071256896,0.0,-0.371917794549,-2.2537164298,-32.3784535781,0.149752460142,-4.83723915926,0.0,885.759710099,862.182732762,899.689270827,899.949510805,54,126.0
2.520000000000002,6.9644141088,-16.1715758839,0.0,2.36888846086,2.85672274955,0.0,16.1140235676,-11.772707079,-17.8105739168,-1.73881791663,-28.8566964722,0.0,900.837580063,0.170027216981,900.230906544,899.868556774,55,126.0
2.820000000000002,18.6887523432,-6.36291308357,0.0,5.35600044912,5.99687969256,0.0,12.7802792834,-4.71634391106,-18.7324557072,-1.84318705322,-28.8266837984,0.0,899.771011923,-0.444709053612,899.980188579,900.344078949,56,141.0
2.2800000000000016,-12.0197959247,-4.26777786437,0.0,5.12378719369,3.00709678504,0.0,11.806403955,0.842057563553,-21.8043347051,-2.32924853035,-9.72989212576,0.0,899.538941992,798.048444398,900.558404792,899.836192466,57,114.0
2.640000000000002,-30.8792111555,7.82510374232,0.0,5.64398048538,3.84381519409,0.0,-21.8539554639,6.02586863061,-18.7369164526,-2.1885786774,-28.8040804315,0.0,898.951607543,-0.244607179268,900.454510426,900.542132014,58,132.0
1.9200000000000013,1.65193776822,7.63821377931,0.0,4.69364646116,0.702406974735,0.0,0.765231335509,6.24153831166,-23.8398905974,-7.74555257045,-28.8260463676,0.0,899.682085943,0.645536356793,899.691079726,900.428122283,59,96.0
1.740000000000001,-0.682352587855,-4.16699487744,0.0,4.40345044013,2.28930121489,0.0,-3.87045601976,0.216096080163,-24.5129244561,-2.99658645287,-8.63003187491,0.0,7.78725357991,-0.163545084019,900.057946078,900.270369716,60,87.0
2.4000000000000017,19.8583293439,-12.011418107,0.0,5.25093982411,5.94592695814,0.0,13.3730356905,-8.37218447395,-20.1460286699,-2.00547070965,-28.8456319312,0.0,900.379029221,-0.569765419207,899.897147881,899.798516054,61,120.0
2.2800000000000016,-16.9229493176,5.64079043192,0.0,2.3001591769,4.91271022498,0.0,-12.7800507643,4.66205603969,-19.4937857083,-3.25087977619,-28.816930314,0.0,899.312871257,0.133747967915,899.86872465,899.547561309,62,114.0
3.2400000000000024,12.0929234697,-14.7697063039,0.0,1.243079312,4.13828758634,0.0,4.55307445159,-2.740468868,-17.4422847536,-1.39197407894,-28.8332616646,0.0,900.041419724,-0.124906444394,900.036917223,900.117902028,63,162.0
2.2200000000000015,-11.7201536209,-1.46493572873,0.0,1.33573945139,3.77204489787,0.0,2.16620419209,-0.316408282546,-22.951132069,-23.577415881,-5.33473075878,0.0,900.152476176,899.917894442,900.097621698,702.56113826,64,111.0
2.940000000000002,13.1504163817,-9.35039542174,0.0,5.74134272655,0.574946636446,0.0,9.13325694129,-5.26542216926,-19.2648720608,-2.91855879592,-21.0394873187,0.0,304.503544635,-0.0834901572835,899.513052362,900.061314971,65,147.0
5.0399999999999805,-13.6693165317,-8.24468386059,45.9065132766,2.14998294613,2.17691600533,0.0,-1.83862091004,-2.75817564825,9.3602002827,-28.8311169917,-28.8372080955,0.0,900.062302519,0.703798588475,899.770940543,0.30765558625,66,252.0
5.0399999999999805,-13.2732132944,4.37654010854,45.372687645,2.11902463258,2.07187731095,0.0,-1.7351491812,2.067118061,9.20112281981,-28.8356969915,-28.8285863968,0.0,899.971634318,-0.214501495899,899.964591075,0.0117843157549,67,252.0
5.0399999999999805,-13.2398593851,4.36245512517,45.4633519308,2.13514578633,2.04956243332,0.0,-1.74460415397,2.47380576636,9.19210420507,-28.8481358594,-28.8425296348,0.0,900.044699837,-0.0204236629722,900.245032051,0.623023157644,68,252.0
2.0400000000000014,4.49436641271,-0.267620076247,0.0,1.30983287959,3.63304058936,0.0,8.51823966469,-1.14747988634,-21.0276293713,-3.40249193606,-5.66814182229,0.0,-0.167305161824,-0.352876906958,899.989593298,899.770023803,69,102.0
2.2200000000000015,-0.90851248145,1.12564896648,0.0,4.44463099763,5.3948966514,0.0,3.94025381588,-0.947815570277,-21.9520048025,-8.04713226793,-9.98323341483,0.0,0.132224751388,-0.0678504061872,900.094519627,899.834880251,70,111.0
3.1200000000000023,-27.3498541246,3.33929498758,0.0,0.97601079817,6.06943441227,0.0,-16.2829504211,8.8593297855,-15.2905982138,-28.8342369849,-28.828559992,0.0,899.804043827,0.591394068467,899.981210342,-0.292849372183,71,156.0
3.0600000000000023,12.5519770819,-10.4879819131,0.0,0.694128211182,2.59812566986,0.0,13.4135899469,-10.1382442965,-22.6883228021,-2.86814588667,-3.70644090257,0.0,-0.522658926356,0.866333171326,899.79850179,899.98169008,72,153.0
3.000000000000002,-24.2408029083,-5.55545573917,0.0,4.38646851647,5.02612116859,0.0,-19.5976851173,-2.83046397996,-19.1044546866,-28.8243836696,-8.45745893328,0.0,899.440366959,887.750863172,899.588951085,-0.420918927966,73,150.0
3.1800000000000024,-20.3146411532,1.09138872532,0.0,5.47354806837,1.48552507003,0.0,-6.31802789423,-4.47832942445,-24.2379363328,-28.8482898201,-28.8267867891,0.0,899.933617266,0.0582188733453,900.634009916,0.19389353976,74,159.0
3.1200000000000023,-7.61221043313,1.87662986544,0.0,0.950982114588,5.10416249977,0.0,-1.9488394319,8.32658901626,-22.8633661431,-28.8228190077,-28.8135663099,0.0,899.534720963,0.23825286898,899.855804514,-0.385154888689,75,156.0
4.080000000000001,-11.8294908266,-8.78149055341,0.0,5.34318428694,3.96570133806,0.0,-3.76653806642,-12.2271581608,-15.9830073032,-12.7576437386,-15.6520572539,0.0,899.704370411,897.602076645,900.161402554,899.490928698,76,204.0
5.0399999999999805,-19.3384347074,-16.4840883156,35.3013740834,2.11806991369,5.79874445743,0.0,-16.5129741574,-10.388156853,-3.97891478467,-28.8332125688,-5.79279166418,0.0,900.247942783,892.027873634,899.706157459,-0.451871384166,77,252.0
5.0399999999999805,-13.720328553,-11.3228586678,45.3091381239,2.06371488498,5.40779573398,0.0,-1.18960357557,-4.81939175598,6.41633762465,-28.8477973438,-26.1472295202,0.0,899.896176303,110.259779526,900.249614477,0.536148438574,78,252.0
3.840000000000003,-48.95493793,-8.61738292333,0.0,5.24297219552,5.89123486837,0.0,-22.0877687643,-11.4743216188,-13.9411917523,-28.8488678684,-28.8596521824,0.0,900.928304175,-0.214884244211,900.46730274,0.895389469633,79,192.0
2.520000000000002,-22.8597172896,2.20167685951,0.0,5.67709860942,1.16742934161,0.0,-14.7117543084,-4.56194949828,-22.1193488911,-28.8379240393,-28.8283921466,0.0,899.803288705,-0.067492247941,900.258329864,-0.0754333383359,80,126.0
5.0399999999999805,-13.6912436493,63.5834009833,7.38579706334,2.05436028983,1.36442430823,0.0,-1.76293332074,23.037441197,-3.86879616362,-28.8403267583,-28.8216771316,0.0,899.457844827,0.00256403578961,900.080339879,-0.417360630382,81,252.0
5.0399999999999805,-13.5282766194,-7.35852990013,45.5086652498,2.06610562713,2.12008161421,0.0,-1.83431451369,-3.04264811491,9.27921131431,-28.8464473661,-28.8298162392,0.0,899.861708155,-0.899864660581,900.430211006,0.583220869293,82,252.0
2.1600000000000015,-9.66866980199,3.07074527269,0.0,3.44294774708,1.48768795913,0.0,-8.9420684149,2.38944641074,-20.0439359126,-28.8325347239,-19.1839876844,0.0,-0.0960414934068,-0.122599159029,899.829571756,-0.109071911204,83,108.0
1.9200000000000013,-4.009075571,-0.273082461954,0.0,4.1016544631,3.9947295338,0.0,0.0223753967893,0.597880955098,-22.701063512,-28.7973785601,-6.66444356955,0.0,-0.412340165384,0.0935093251075,900.097269735,14.9570145587,84,96.0
2.1600000000000015,-6.02462405149,-2.45882715166,0.0,6.0149761919,0.492131801899,0.0,-3.36056868883,-2.91674905554,-22.4856281364,-24.8280410738,-12.0944589613,0.0,-0.269042064531,-0.139482506326,900.443586217,156.878403395,85,108.0
2.0400000000000014,-8.54746896941,0.476055681587,0.0,0.581312249096,0.943133889097,0.0,-4.60329561124,1.04937722693,-21.8351515467,-28.8503419066,-23.3741159515,0.0,899.444750712,0.0478741940575,900.442289273,0.386107116487,86,102.0
2.1000000000000014,-7.46251068329,-1.62692564892,0.0,5.2008514451,6.10703776917,0.0,-6.24154302861,-2.23532160905,-20.9337407172,-28.7804995467,-19.4267970657,0.0,897.943245358,-0.1579279712,899.789901109,68.0495889188,87,105.0
1.9200000000000013,-4.87273325452,-4.16466712229,0.0,2.14423531237,3.28215453061,0.0,-1.19900304265,-3.35483202962,-21.1978930594,-24.8799667428,-15.5666084982,0.0,-0.0650640659847,-0.300998203366,900.213879374,0.253224001734,88,96.0
2.2200000000000015,-12.993157239,-10.4329318524,0.0,2.44868754331,4.19417834698,0.0,-6.78438038236,-9.89934675337,-20.8774675464,-10.6047534826,-26.7235827305,0.0,900.834952314,449.324315975,899.427536295,900.122035243,89,111.0
2.4600000000000017,7.70588253117,2.85191886184,0.0,1.12183926995,2.13884453814,0.0,5.701879218,1.36482104136,-20.487248344,-28.828916409,-2.34525793171,0.0,0.752633203459,0.325329871358,899.75884855,0.590215770593,90,123.0
2.0400000000000014,-2.43173661707,5.66307904061,0.0,0.64577450895,3.36198455996,0.0,1.07699145241,3.04713160777,-20.3801808465,-28.8171546022,-2.70615703878,0.0,0.374713152325,-0.429287886785,899.354281199,0.140078006585,91,102.0
2.4000000000000017,-7.07439365275,2.81126785975,0.0,2.79463643001,4.12711375357,0.0,-0.752363183314,0.695069904065,-19.4649710815,-28.8375205712,-6.5056845119,0.0,-0.235499916642,0.189291893302,899.857619473,0.0593323017377,92,120.0
2.2200000000000015,8.00211717408,2.88390019182,0.0,1.77515433317,5.04888596607,0.0,9.49187349331,1.26885923382,-18.8564355994,-28.8130115761,-0.52223110157,0.0,-0.108673233241,-0.701940591757,899.173323001,-0.0826757731853,93,111.0
2.2200000000000015,-2.21665935544,3.56252588119,0.0,1.77572257421,0.289704416535,0.0,-5.37470010974,1.60096491338,-19.6639159202,-28.8440460444,-2.02295654332,0.0,0.55326769957,-0.0571339157263,900.406968678,0.501772823553,94,111.0
1.9200000000000013,-9.27211590889,-8.16312693159,0.0,0.732612310944,4.41099761566,0.0,-5.75163994328,-11.0913366641,-25.0522345707,-10.9495438072,-25.2262125791,0.0,900.444483248,2.13030752271,900.65973947,899.748249841,95,96.0
1.9800000000000013,-12.3212385323,-2.49676820181,0.0,2.36864972982,4.23752466973,0.0,-9.37077815054,-6.68458612737,-24.1594422925,-28.8366315134,-28.8546109598,0.0,900.710774918,0.00249380925544,900.072437138,0.140961348128,96,99.0
2.1600000000000015,-5.91358665214,0.197640668384,0.0,3.49425966848,5.14324232516,0.0,0.426799093859,-1.16927393883,-19.320278625,-28.8428603404,-10.3541515563,0.0,-0.0278337432642,0.0929229974533,900.017544529,0.429153595824,97,108.0
2.0400000000000014,4.56368537622,0.769696057821,0.0,0.654692150888,0.79435433398,0.0,0.893447669451,0.445329198546,-20.0861541029,-28.8273967667,-2.85924532101,0.0,-0.0320834682019,-0.0111197272991,899.814424036,0.184152299163,98,102.0
2.1600000000000015,1.09949096817,1.03099411625,0.0,3.48353018615,0.0861705900255,0.0,-3.90248919939,0.339335188526,-20.1692790731,-28.8391835064,-1.91999859296,0.0,-0.304230599883,-0.130807556044,900.12314609,-0.457813278779,99,108.0
2.1600000000000015,0.000142570882317,2.8945072326,0.0,3.44671299834,6.28313808264,0.0,0.000229460861005,1.27153946902,-20.3962889851,-28.8217075414,-3.04056402911e-05,0.0,-0.222611737589,0.00751855667964,899.591951868,-0.122402901091,100,108.0
2.1600000000000015,-1.16652681843e-05,2.91145950244,0.0,3.50377735817,6.28318514433,0.0,-1.90719612939e-05,1.27642983894,-20.4881039455,-28.8264818138,-1.363167682e-05,0.0,-0.0578914206217,0.00669054880394,899.674700556,0.394580525836,101,108.0
2.1600000000000015,3.14444890646e-05,2.8811910819,0.0,3.44591811552,6.28317065107,0.0,5.12364450189e-05,1.2657830164,-20.397913277,-28.8152836008,-1.74610548967e-05,0.0,0.361317266583,-0.229901477687,899.262648672,0.101599425135,102,108.0
2.1600000000000015,6.69493677817e-05,2.86052079175,0.0,3.44857548506,6.28317873793,0.0,7.96141545074e-05,1.25473611049,-20.3849568251,-28.8399401751,2.92419118062e-06,0.0,-0.130240260667,0.124308098267,900.150214849,0.210142702984,103,108.0
2.1600000000000015,-4.9110893685e-05,2.87912216177,0.0,3.4572449676,3.53576656567e-05,0.0,-0.00011188515024,1.26231560724,-20.3868563405,-28.8299511756,3.34171667378e-05,0.0,-0.270782353917,0.364833105475,899.973820728,-0.0634967750385,104,108.0
2.1600000000000015,-6.41137947437e-05,2.89277599774,0.0,3.43857954129,1.36382354992e-05,0.0,-8.65724325975e-05,1.27056892013,-20.3776932,-28.8155558051,5.38777902541e-06,0.0,0.412530564235,0.129613818977,899.348935045,0.504135220039,105,108.0
2.1600000000000015,-1.40595722393e-05,2.85687109365,0.0,3.44075553489,6.13335511002e-06,0.0,-1.91523811576e-05,1.25418235394,-20.3793030615,-28.8257196319,8.92084702318e-06,0.0,-0.168368035787,-0.0685462747531,899.808799755,0.657214966691,106,108.0
2.1600000000000015,-6.56743715284e-05,2.85624284865,0.0,3.42109073374,9.69860442623e-06,0.0,-8.1286708226e-05,1.2566721331,-20.3636788619,-28.8354687713,4.46386719e-06,0.0,-0.0665553388642,-0.609082006874,899.916071342,0.0951833276661,107,108.0
2.1600000000000015,-0.000121575272417,2.90945101368,0.0,3.48650964839,5.50686995036e-05,0.0,-0.000214688542579,1.27551897702,-20.4467869108,-28.8292192179,6.38334785695e-05,0.0,0.272525698502,0.690681317635,899.94404423,-0.351872863812,108,108.0
2.1600000000000015,-0.000120274073352,2.8884280757,0.0,3.48213712937,4.37873178818e-05,0.0,-0.000191937077047,1.26538508115,-20.4340310891,-28.8256999214,3.86114816615e-05,0.0,0.0592144715223,-0.150799668126,899.620803383,0.803250772165,109,108.0
2.1600000000000015,-0.000106758438824,2.867879132,0.0,3.44330585481,6.13762810122e-05,0.0,-0.000216779762571,1.25813230893,-20.3819488285,-28.847983068,4.08827337442e-05,0.0,0.35258406715,-0.0293338585274,900.389108537,-0.0801949800789,110,108.0
2.1600000000000015,0.000190870911479,2.88701139934,0.0,3.47779741903,6.28313273741,0.0,0.000276171419215,1.26405960854,-20.3982160023,-28.8163582239,-3.13651623501e-05,0.0,0.362871515828,-0.598752040199,899.398780647,0.123175110899,111,108.0
2.1600000000000015,-2.09248052869e-05,2.90391747149,0.0,3.48085437132,3.01144290571e-06,0.0,-2.53425320687e-05,1.27314327383,-20.4280241519,-28.8357905267,-3.94410070423e-06,0.0,-0.72029377274,-0.165489324129,899.962456156,0.423257390749,112,108.0
